company,address,opening_date,link,is_new,first_seen,Date_Appended
Jersey Mike's,"1127 Charlotte Highway, Troutman, NC 28166-8732",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NC,False,,2026-05-18
Jersey Mike's,"11299 US-98, Inlet Beach, FL 32461-9628",In Development,https://www.jerseymikes.com/locations/coming-soon/US-FL,False,,2026-05-18
Jersey Mike's,"1156 W Maple Avenue, Mundelein, IL 60060-1409",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IL,False,,2026-05-18
Jersey Mike's,"1170 US Highway 287, Broomfield, CO 80020-7079",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CO,False,,2026-05-18
Jersey Mike's,"11910 E US 290, Manor, TX 78653",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,2026-05-31,2026-05-31
Jersey Mike's,"1201 Dutchman's Creek Drive, Brunswick, MD 21716-9771",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MD,True,2026-06-04,2026-06-04
Jersey Mike's,"13117 Kingston Pike, Farragut, TN 37934-1008",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TN,False,2026-06-01,2026-06-01
Jersey Mike's,"1319 Saxon Drive, New Smyrna Beach, FL 32169-3160",In Development,https://www.jerseymikes.com/locations/coming-soon/US-FL,False,,2026-05-18
Jersey Mike's,"13465 Camino Canada, El Cajon, CA 92021-8814",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"135 West Road (Rt. 83), Ellington, CT 06029-5725",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CT,False,,2026-05-18
Jersey Mike's,"1376 Victories Lane, Petoskey, MI 49770-8302",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MI,False,,2026-05-18
Jersey Mike's,"1398 Massachusetts Ave, Arlington, MA 02476-4150",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MA,False,2026-05-28,2026-05-28
Jersey Mike's,"1412 W Airline Highway, LaPlace, LA 70068-3723",In Development,https://www.jerseymikes.com/locations/coming-soon/US-LA,False,,2026-05-18
Jersey Mike's,"1429 Lake Shore Road, Gilford, NH 03249-2240",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NH,False,,2026-05-18
Jersey Mike's,"143 River Road, Lisbon, CT 06351-3263",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CT,False,,2026-05-18
Jersey Mike's,"1445 S Airport Way, Manteca, CA 95337",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"1508 South Main Street, Nephi, UT 84648-2516",In Development,https://www.jerseymikes.com/locations/coming-soon/US-UT,False,,2026-05-18
Jersey Mike's,"1525 S Jefferson Avenue, Lebanon, MO 65536-3762",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MO,False,,2026-05-18
Jersey Mike's,"1565 Hustonville Road, Danville, KY 40422-2425",In Development,https://www.jerseymikes.com/locations/coming-soon/US-KY,False,,2026-05-18
Jersey Mike's,"160 Fairview Avenue, Hudson, NY 12534-1267",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"1617 Georgesville Square Drive, Columbus, OH 43228-3689",In Development,https://www.jerseymikes.com/locations/coming-soon/US-OH,False,,2026-05-18
Jersey Mike's,"16220 Marketplace Boulevard, Bowie, MD 20716",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MD,False,,2026-05-18
Jersey Mike's,"165 Levittown Parkway, Levittown, PA 19055-2464",In Development,https://www.jerseymikes.com/locations/coming-soon/US-PA,False,,2026-05-18
Jersey Mike's,"16605 SE 362nd Ave, Sandy, OR 97055-9289",In Development,https://www.jerseymikes.com/locations/coming-soon/US-OR,True,2026-06-04,2026-06-04
Jersey Mike's,"1661 Estero Blvd., Ft Myers Beach, FL 33931-2846",In Development,https://www.jerseymikes.com/locations/coming-soon/US-FL,False,,2026-05-18
Jersey Mike's,"1709 W Nursery Road, Linthicum Heights, MD 21090",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MD,False,,2026-05-18
Jersey Mike's,"171 E Park Avenue, Long Beach, NY 11561-3522",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"1750 Homer M Adams Pkwy., Alton, IL 62002-5603",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IL,False,,2026-05-18
Jersey Mike's,"1751 North Sunrise Way, Palm Springs, CA 92262",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"1751 North Sunrise Way, Palm Springs, CA 92262-3408",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,2026-05-22,2026-05-22
Jersey Mike's,"178 West 1500 S Main St., Richfield, UT 84701",In Development,https://www.jerseymikes.com/locations/coming-soon/US-UT,False,,2026-05-18
Jersey Mike's,"18 Lawrence Street, Dobbs Ferry, NY 10522-2679",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"1809 Plymouth Road, Minnetonka, MN 55305-1980",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MN,False,,2026-05-18
Jersey Mike's,"1839 N Main Street, Princeton, IL 61356-9785",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IL,False,,2026-05-18
Jersey Mike's,"1866 Berlin Turnpike, Wethersfield, CT 06109-2414",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CT,False,,2026-05-18
Jersey Mike's,"188 W. Museum Drive, Dickinson, ND 58601-3930",In Development,https://www.jerseymikes.com/locations/coming-soon/US-ND,False,,2026-05-18
Jersey Mike's,"193 W 237th Street, Bronx, NY 10463-4141",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,2026-05-22,2026-05-22
Jersey Mike's,"193 W 237th Street, Bronx, NY 10470-2005",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"2001-2053 W 63rd Street, Downers Grove, IL 60516-2316",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IL,False,,2026-05-18
Jersey Mike's,"201 W. Neider Avenue, Coeur d’Alene, ID 83815-9302",In Development,https://www.jerseymikes.com/locations/coming-soon/US-ID,False,,2026-05-18
Jersey Mike's,"209 Pennsylvania Avenue SE, Washington, DC 20003-1107",In Development,https://www.jerseymikes.com/locations/coming-soon/US-DC,False,,2026-05-18
Jersey Mike's,"2132 Topside Road, Louisville, TN 37777-4145",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TN,False,,2026-05-18
Jersey Mike's,"21841 Three Notch Road, Lexington Park, MD 20653-5524",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MD,False,,2026-05-18
Jersey Mike's,"2200 W. Broadway, Council Bluffs, IA 51501-3627",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IA,False,2026-05-31,2026-05-31
Jersey Mike's,"2240 E Lohmam, La Cruces, NM 88011",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NM,False,2026-05-31,2026-05-31
Jersey Mike's,"2240 E Lohmam, Las Cruces, NM 88001-8418",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NM,False,2026-06-01,2026-06-01
Jersey Mike's,"2248 Coffeen Ave, Sheridan, WY 82801-6213",In Development,https://www.jerseymikes.com/locations/coming-soon/US-WY,False,2026-05-22,2026-05-22
Jersey Mike's,"237-245 North Winton Road, Rochester, NY 14610-1229",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"2430 US Highway 27, Clermont, FL 34714-9117",In Development,https://www.jerseymikes.com/locations/coming-soon/US-FL,False,2026-05-28,2026-05-28
Jersey Mike's,"24818 Morton Ranch Road, Katy, TX 77493-8188",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"2500 North Milwaukee Ave, Chicago, IL 60647",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IL,False,,2026-05-18
Jersey Mike's,"254 Russell Road, Russell, KY 41101",In Development,https://www.jerseymikes.com/locations/coming-soon/US-KY,False,,2026-05-18
Jersey Mike's,"2604 Decatur Pike, Athens, TN 37303-4930",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TN,False,,2026-05-18
Jersey Mike's,"27615 US Highway 27, Leesburg, FL 34748-9396",In Development,https://www.jerseymikes.com/locations/coming-soon/US-FL,False,,2026-05-18
Jersey Mike's,"279 E Fairmount Avenue, Jamestown, NY 14701",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"28 W Adams Street, Detroit, MI 48226-1609",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MI,False,,2026-05-18
Jersey Mike's,"2810 Brooks Street, Missoula, MT 59801",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MT,False,,2026-05-18
Jersey Mike's,"2810 Brooks Street, Missoula, MT 59801-7718",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MT,False,2026-06-01,2026-06-01
Jersey Mike's,"2924 US Highway 70 W, Goldsboro, NC 27530-9619",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NC,False,,2026-05-18
Jersey Mike's,"3022 Fairlane Drive, Allen Park, MI 48101",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MI,False,,2026-05-18
Jersey Mike's,"3065 Clairemont Drive, San Diego, CA 92117-6974",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"3071 College Ave, Fayetteville, AR 72703",In Development,https://www.jerseymikes.com/locations/coming-soon/US-AR,False,,2026-05-18
Jersey Mike's,"3100 FM 2181, Hickory Creek, TX 75065-7731",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"319 Bethel Road, Somers Point, NJ 08244",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NJ,False,2026-05-19,2026-05-19
Jersey Mike's,"3195 Wright St., Marquette, MI 49855-9620",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MI,False,,2026-05-18
Jersey Mike's,"320 Route 15 South, Wharton, NJ 07885",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NJ,False,,2026-05-18
Jersey Mike's,"3245 Southwestern Blvd., Orchard Park, NY 14127-1230",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"3280 Howland Boulevard, Deltona, FL 32725-2925",In Development,https://www.jerseymikes.com/locations/coming-soon/US-FL,False,,2026-05-18
Jersey Mike's,"32801 Eiland Boulevard, Wesley Chapel, FL 33545-5268",In Development,https://www.jerseymikes.com/locations/coming-soon/US-FL,False,,2026-05-18
Jersey Mike's,"3328 Campster Drive, Cape Girardeau, MO 63701-8472",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MO,False,,2026-05-18
Jersey Mike's,"34 Winslow Gate Road, Poughkeepsie, NY 12601",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"341 Halstead Avenue, Harrison, NY 10528-3727",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"3511 East Race Avenue, Searcy, AR 72143-6200",In Development,https://www.jerseymikes.com/locations/coming-soon/US-AR,False,,2026-05-18
Jersey Mike's,"355 E 2600 N, North Ogden, UT 84414",In Development,https://www.jerseymikes.com/locations/coming-soon/US-UT,False,,2026-05-18
Jersey Mike's,"356 Devoe Street, Brooklyn, NY 11211-2638",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"3575 Highway 528 NW, Rio Rancho, NM 87144",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NM,False,,2026-05-18
Jersey Mike's,"365 Revolution Drive, Somerville, MA 02145-1553",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MA,False,,2026-05-18
Jersey Mike's,"369 S Lower Sacramento Road, Lodi, CA 95242-3324",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"370 Patterson Drive, Morgantown, WV 26505-3270",In Development,https://www.jerseymikes.com/locations/coming-soon/US-WV,False,2026-05-19,2026-05-19
Jersey Mike's,"370 Patteson Drive, Morgantown, WV 26505-3270",In Development,https://www.jerseymikes.com/locations/coming-soon/US-WV,False,2026-05-22,2026-05-22
Jersey Mike's,"37463 Lion Drive, Selbyville, DE 19975-3631",In Development,https://www.jerseymikes.com/locations/coming-soon/US-DE,True,2026-06-04,2026-06-04
Jersey Mike's,"383 Patterson Drive, Morgantown, WV 26505-3270",In Development,https://www.jerseymikes.com/locations/coming-soon/US-WV,False,,2026-05-18
Jersey Mike's,"40 Highlands Mall Drive, Natrona Heights (Township name Harrison), PA 15065-1972",In Development,https://www.jerseymikes.com/locations/coming-soon/US-PA,False,,2026-05-18
Jersey Mike's,"415 Community Drive, North Liberty, IA 52317-6703",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IA,False,,2026-05-18
Jersey Mike's,"43 Blake Blvd, Celebration, FL 34747-4515",In Development,https://www.jerseymikes.com/locations/coming-soon/US-FL,False,,2026-05-18
Jersey Mike's,"4456 Golden Foothill Parkway, El Dorado Hills, CA 95762",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"44575 Mound Road, Sterling Heights, MI 48314-1319",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MI,False,,2026-05-18
Jersey Mike's,"4551 2nd Street, Davis, CA 95618-9415",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"456 Center Street, Ludlow, MA 01056-7201",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MA,False,,2026-05-18
Jersey Mike's,"4775 North Airport Way, Denver, CO 80239",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CO,False,,2026-05-18
Jersey Mike's,"4845 Moores Mill Road, Huntsville, AL 35811",In Development,https://www.jerseymikes.com/locations/coming-soon/US-AL,False,,2026-05-18
Jersey Mike's,"4860 Blue Diamond Road, Las Vegas, NV 89139-7675",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NV,False,,2026-05-18
Jersey Mike's,"4870 GOlden Parkway, Buford, GA 30518-5840",In Development,https://www.jerseymikes.com/locations/coming-soon/US-GA,False,,2026-05-18
Jersey Mike's,"4880 US Highway 89, Flagstaff, AZ 86004",In Development,https://www.jerseymikes.com/locations/coming-soon/US-AZ,False,,2026-05-18
Jersey Mike's,"5 Glen Cove Road, Greenvale, NY 11548-1334",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"500 W 33rd St., New York, NY 10001-2175",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"5001 Sergeant Road, Sioux City, IA 51106-4774",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IA,False,,2026-05-18
Jersey Mike's,"519-521 Boston Post Road, Port Chester, NY 10573-4750",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"5200 Brockway Drive, Perrysburg, OH 43551",In Development,https://www.jerseymikes.com/locations/coming-soon/US-OH,False,2026-05-28,2026-05-28
Jersey Mike's,"531 US-22, White House Station (White Station), NJ 08889",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NJ,False,,2026-05-18
Jersey Mike's,"5466 St. Croix Trail, North Branch, MN 55056-4204",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MN,False,2026-05-31,2026-05-31
Jersey Mike's,"55 Village Green Drive, Litchfield, CT 06759-3419",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CT,False,,2026-05-18
Jersey Mike's,"5620 NC Hwy. 41, Wallace, NC 28466-6192",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NC,False,,2026-05-18
Jersey Mike's,"57 Bethel Road, Somers Point, NJ 08244-1601",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NJ,False,2026-05-22,2026-05-22
Jersey Mike's,"5708 N Pioneer Canyon Drive, Ridgefield, WA 98642-1036",In Development,https://www.jerseymikes.com/locations/coming-soon/US-WA,False,,2026-05-18
Jersey Mike's,"58060 29 Palms Highway, Yucca Valley, CA 92284",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"584 Centerville Road, Lancaster, PA 17601-1306",In Development,https://www.jerseymikes.com/locations/coming-soon/US-PA,False,,2026-05-18
Jersey Mike's,"5984 Stage Rd., Bartlett, TN 38134",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TN,False,,2026-05-18
Jersey Mike's,"6 Parkway Lane, Petal, MS 39465-3035",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MS,False,,2026-05-18
Jersey Mike's,"601 Church Street, Nashville, TN 37219-2314",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TN,False,,2026-05-18
Jersey Mike's,"605 NW Parkway Street, Azle, TX 76020-2941",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"6165 Promenade Shops Boulevard, Noblesville, IN 46062-5606",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IN,False,,2026-05-18
Jersey Mike's,"6399 Atlantic Avenue, Bell, CA 90201-1227",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"655 W Illinois Ave, Dallas, TX 75224-1880",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"7200 East 136th Avenue, Thorton, CO 80602",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CO,False,,2026-05-18
Jersey Mike's,"742 S Meadow Street, Ithaca, NY 14850-5321",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,2026-05-19,2026-05-19
Jersey Mike's,"7507 East 36th Avenue, Denver, CO 80238-3443",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CO,False,,2026-05-18
Jersey Mike's,"7735-04 West Long Drive, Littleton, CO 80123-1262",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CO,False,,2026-05-18
Jersey Mike's,"7739 South 5600 West, West Jordan, UT 84081",In Development,https://www.jerseymikes.com/locations/coming-soon/US-UT,False,,2026-05-18
Jersey Mike's,"7801 Winchester Road, Memphis, TN 38125-2371",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TN,False,,2026-05-18
Jersey Mike's,"791 South 930 West, Payson, UT 84651-3250",In Development,https://www.jerseymikes.com/locations/coming-soon/US-UT,False,,2026-05-18
Jersey Mike's,"80 Laurel Street, Christiansburg, VA 24073",In Development,https://www.jerseymikes.com/locations/coming-soon/US-VA,False,,2026-05-18
Jersey Mike's,"8230 N Highway 41, Post Falls, ID 83854",In Development,https://www.jerseymikes.com/locations/coming-soon/US-ID,False,,2026-05-18
Jersey Mike's,"840 Lexington Street, Waltham, MA 02452",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MA,False,,2026-05-18
Jersey Mike's,"853 W. SH 71, Bastrop, TX 78602",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,2026-06-01,2026-06-01
Jersey Mike's,"855 Omaha Street, Rapid City, SD 57701-2655",In Development,https://www.jerseymikes.com/locations/coming-soon/US-SD,False,,2026-05-18
Jersey Mike's,"879 State Route 13, Cortland, NY 13045-3525",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NY,False,,2026-05-18
Jersey Mike's,"9055 S Eastern Avenue, Las Vegas, NV 89123-4856",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NV,False,,2026-05-18
Jersey Mike's,"91-1121 Keaunui Drive, Ewa Beach, HI 96706-6360",In Development,https://www.jerseymikes.com/locations/coming-soon/US-HI,False,,2026-05-18
Jersey Mike's,"9101 Highland Road, White Lake, MI 48386-2033",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MI,False,,2026-05-18
Jersey Mike's,"916 US 31 South, Traverse City, MI 49685-8019",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MI,False,,2026-05-18
Jersey Mike's,"9451 Dayton Pike, Soddy Daisy, TN 37379",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TN,False,,2026-05-18
Jersey Mike's,"9901 Brodie Lane, Austin, TX 78748-5802",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"Coming Soon, Richmond Hill, GA 00000",In Development,https://www.jerseymikes.com/locations/coming-soon/US-GA,False,,2026-05-18
Jersey Mike's,"Maricopa Casa Grande Highway & North Porter Road, Maricopa, AZ 85138",In Development,https://www.jerseymikes.com/locations/coming-soon/US-AZ,False,,2026-05-18
Jersey Mike's,"Montgomery Ave & Dinah Shore Drive, Palm Desert, CA 92211",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"NEC Bailey Boswell & Centerboard Lane, Fort Worth, TX 76179",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"NEC Highway 71 & FM 969, Bastrop, TX 78602",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"NEC Yuma Road & Estrella Parkway, Goodyear, AZ 85338",In Development,https://www.jerseymikes.com/locations/coming-soon/US-AZ,False,,2026-05-18
Jersey Mike's,"NEQ Highway 114 & Roaring River Road, Fort Worth, TX 76247",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"NWC Route 54 & West Fenwick Boulevard, Selbyville, DE 19975",In Development,https://www.jerseymikes.com/locations/coming-soon/US-DE,False,,2026-05-18
Jersey Mike's,"NWC Val Vista Road & Germann Road, Gilbert, AZ 85297",In Development,https://www.jerseymikes.com/locations/coming-soon/US-AZ,False,,2026-05-18
Jersey Mike's,"Ohio Valley Mall, St. Clairsville, OH 43950",In Development,https://www.jerseymikes.com/locations/coming-soon/US-OH,False,,2026-05-18
Jersey Mike's,"Palmer Hills Court, Bettendorf, IA 52722-6720",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IA,False,,2026-05-18
Jersey Mike's,"Power Road & 202 Freeway, Mesa, AZ 85212",In Development,https://www.jerseymikes.com/locations/coming-soon/US-AZ,False,,2026-05-18
Jersey Mike's,"SEC FM 720 & US 380, LIttle Elm, TX 75088",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"SEC Winding Way & Manzanita Ave, Carmichael, CA 95608",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"SEQ Highway 7 & 50th, Brighton, CO 80601",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CO,False,,2026-05-18
Jersey Mike's,"TBD @ Dalton& North Goliad Street, Rockwall, TX 75087",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"TBD @ E LaSalle Drive, Bismarck, ND 58503",In Development,https://www.jerseymikes.com/locations/coming-soon/US-ND,False,,2026-05-18
Jersey Mike's,"TBD @ N Loop 1604 E, San Antonio, TX 78266",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,True,2026-06-04,2026-06-04
Jersey Mike's,"TBD @ NEC Ferrari Ranch Road & Lincoln Boulevard, Lincoln, CA 95648",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"TBD @ NWC Claribel & Oakdale, Riverbank, CA 95367",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"TBD @ NWQ US Highway 290 & FM 973, Manor, TX 786539",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"TBD @ Old Ranch Way & East Bidwell Street, Folsom, CA 95630",In Development,https://www.jerseymikes.com/locations/coming-soon/US-CA,False,,2026-05-18
Jersey Mike's,"TBD @ SEQ SR-32 & Spring Mill Road, Westfield, IN 46074",In Development,https://www.jerseymikes.com/locations/coming-soon/US-IN,False,,2026-05-18
Jersey Mike's,"TBD @ SWC White Settlement Road & Academy Boulevard, Fort Worth, TX 76108",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TX,False,,2026-05-18
Jersey Mike's,"TBD @ Spring Bluff Way, Knoxville, TN 37932",In Development,https://www.jerseymikes.com/locations/coming-soon/US-TN,False,,2026-05-18
Jersey Mike's,"TBD Dogwood Boulevard, Kannapolis, NC 28027",In Development,https://www.jerseymikes.com/locations/coming-soon/US-NC,False,,2026-05-18
Jersey Mike's,"TBD NWC Benns Church Boulevard & Josephine’s Crossing, Smithfield, VA 23430",In Development,https://www.jerseymikes.com/locations/coming-soon/US-VA,False,,2026-05-18
Jersey Mike's,"US-223, Adrian, MI 49221",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MI,False,,2026-05-18
Jersey Mike's,"transferred, Battle Creek, MI 49015-4181",In Development,https://www.jerseymikes.com/locations/coming-soon/US-MI,False,,2026-05-18
Kirkland's,"Anderson, SC Anderson Station 166 Station Drive Anderson, SC 29621",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Kirkland's,"Ann Arbor, MI Maple Village 341 N. Maple Road Ann Arbor, MI 48103",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Kirkland's,"Deerfield Beach, FL Deerfield Mall 3888 West Hillsboro Blvd Deerfield, FL 33442",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Kirkland's,"Durham, NC Renaissance Village 8200 Renaissance Parkway Durham, NC 27713",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Kirkland's,"Freehold, NJ Freehold Raceway Mall 3710 Route 9 South Freehold, NJ 07728",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Kirkland's,"Nashville, TN One Bellevue Place 8167 Sawyer Brown Road Nashville, TN 37221",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Kirkland's,"Valley Stream, NY Green Acres Commons 2034 Sunrise Highway Valley Stream, NY 11581",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Kirkland's,"Washington, PA Tanger Outlet 2200 Tanger Boulevard Washington, PA 15301",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Kirkland's,"Wayne, PA Gateway Shopping Center 221 Swedesford Road, Space 183 Wayne, PA 19087",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Kirkland's,"West Long Branch, NJ Consumer Center 310 State Route 36 West Long Branch, NJ 07764",Coming Soon,https://www.kirklands.com/content.jsp?pageName=openingstores&icid=storelocator_new,False,2026-05-18,2026-05-18
Marshalls,"1310 Oklahoma Ave, Woodward, Oklahoma","April 23, 2026",https://www.marshalls.com/us/store/stores/directions.jsp?sid=1656&ref=grandOpenings,False,,2026-05-18
Marshalls,"13131 Ridgedale Dr, Minnetonka, Minnesota","May 21, 2026",https://www.marshalls.com/us/store/stores/directions.jsp?sid=184&ref=grandOpenings,False,,2026-05-18
Marshalls,"1379 Nashville Rd, Franklin, Kentucky","May 21, 2026",https://www.marshalls.com/us/store/stores/directions.jsp?sid=1655&ref=grandOpenings,False,,2026-05-18
